SET DEFINE OFF;
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (1, '서울특별시', '강남구', 37.4979, 127.0276);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (2, '서울특별시', '강동구', 37.5301, 127.1238);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (3, '서울특별시', '강북구', 37.6396, 127.0257);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (4, '서울특별시', '강서구', 37.5509, 126.8495);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (5, '서울특별시', '관악구', 37.4784, 126.9516);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (6, '서울특별시', '광진구', 37.5384, 127.0826);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (7, '서울특별시', '구로구', 37.4955, 126.8873);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (8, '서울특별시', '금천구', 37.4558, 126.8958);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (9, '서울특별시', '노원구', 37.6540, 127.0568);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (10, '서울특별시', '도봉구', 37.6688, 127.0477);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (11, '서울특별시', '동대문구', 37.5740, 127.0396);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (12, '서울특별시', '동작구', 37.5027, 126.9487);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (13, '서울특별시', '마포구', 37.5602, 126.9088);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (14, '서울특별시', '서대문구', 37.5792, 126.9355);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (15, '서울특별시', '서초구', 37.4835, 127.0164);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (16, '서울특별시', '성동구', 37.5612, 127.0378);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (17, '서울특별시', '성북구', 37.5891, 127.0195);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (18, '서울특별시', '송파구', 37.5146, 127.1057);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (19, '서울특별시', '양천구', 37.5170, 126.8669);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (20, '서울특별시', '영등포구', 37.5244, 126.8964);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (21, '서울특별시', '용산구', 37.5324, 126.9904);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (22, '서울특별시', '은평구', 37.6176, 126.9227);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (23, '서울특별시', '종로구', 37.5730, 126.9794);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (24, '서울특별시', '중구', 37.5636, 126.9976);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (25, '서울특별시', '중랑구', 37.6060, 127.0928);
INSERT INTO tblCategoryMain (tblCategoryMainSeq, categoryName) VALUES (1, '스포츠');
INSERT INTO tblCategoryMain (tblCategoryMainSeq, categoryName) VALUES (2, '게임');
INSERT INTO tblCategoryMain (tblCategoryMainSeq, categoryName) VALUES (3, '맛집');
INSERT INTO tblCategoryMain (tblCategoryMainSeq, categoryName) VALUES (4, '문화');
INSERT INTO tblCategoryMain (tblCategoryMainSeq, categoryName) VALUES (5, '힐링');
INSERT INTO tblCategoryMain (tblCategoryMainSeq, categoryName) VALUES (6, '자기계발');
INSERT INTO tblMember (tblMemberSeq, id, pw, name, nickname, birthday, tel, email, gender, photoFileName, registrationDate, status) VALUES (1, '4z3wyacj', 'h9^v$s9@^7ryc', '정하은', '즐거운햇살68', TO_DATE('1977-09-05', 'YYYY-MM-DD'), '010-2083-4804', '4z3wyacj@naver.com', 'F', 'basicProfile.png', default, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (99, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (100, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (101, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (102, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (103, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (104, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (105, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (106, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (107, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (108, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (109, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (110, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (111, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (112, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (113, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (114, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (115, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (116, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (117, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (118, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (119, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (120, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (121, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (122, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (123, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (124, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (125, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (126, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (127, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (128, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (129, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (130, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (131, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (132, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (133, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (134, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (135, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (136, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (137, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (138, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (139, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (140, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (141, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (142, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (143, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (144, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (145, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (146, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (147, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (148, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (149, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (150, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (151, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (152, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (153, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (154, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (155, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (156, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (157, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (158, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (159, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (160, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (161, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (162, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (163, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (164, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (165, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (166, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (167, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (168, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (169, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (170, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (171, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (172, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (173, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (174, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (175, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (176, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (177, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (178, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (179, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (180, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (181, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (182, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (183, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (184, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (185, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (186, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (187, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (188, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (189, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (190, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (191, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (192, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (193, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (194, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (195, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (196, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (197, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (198, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (199, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (200, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (201, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (202, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (203, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (204, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (205, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (206, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (207, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (208, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (209, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (210, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (211, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (212, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (213, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (214, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (215, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (216, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (217, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (218, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (219, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (220, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (221, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (222, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (223, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (224, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (225, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (226, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (227, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (228, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (229, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (230, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (231, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (232, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (233, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (234, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (235, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (236, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (237, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (238, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (239, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (240, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (241, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (242, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (243, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (244, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (245, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (246, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (247, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (248, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (249, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (250, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (251, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (252, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (253, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (254, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (255, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (256, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (257, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (258, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (259, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (260, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (261, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (262, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (263, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (264, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (265, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (266, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (267, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (268, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (269, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (270, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (271, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (272, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (273, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (274, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (275, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (276, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (277, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (278, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (279, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (280, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (281, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (282, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (283, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (284, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (285, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (286, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (287, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (288, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (289, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (290, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (291, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (292, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (293, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (294, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (295, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (296, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (297, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (298, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (299, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (300, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (301, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (302, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (303, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (304, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (305, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (306, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (307, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (308, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (309, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (310, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (311, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (312, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (313, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (314, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (315, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (316, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (317, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (318, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (319, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (320, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (321, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (322, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (323, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (324, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (325, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (326, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (327, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (328, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (329, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (330, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (331, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (332, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (333, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (334, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (335, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (336, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (337, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (338, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (339, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (340, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (341, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (342, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (343, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (344, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (345, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (346, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (347, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (348, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (349, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (350, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (351, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (352, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (353, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (354, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (355, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (356, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (357, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (358, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (359, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (360, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (361, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (362, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (363, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (364, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (365, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (366, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (367, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (368, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (369, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (370, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (371, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (372, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (373, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (374, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (375, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (376, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (377, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (378, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (379, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (380, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (381, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (382, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (383, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (384, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (385, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (386, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (387, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (388, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (389, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (390, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (391, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (392, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (393, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (394, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (395, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (396, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (397, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (398, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (399, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (400, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (401, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (402, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (403, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (404, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (405, 0);
INSERT INTO tblPasswordError (tblMemberSeq, count) VALUES (406, 0);
